1, 26749
2, 19645
3, 19805
4, 25197
5, 18900
6, 18623
7, 20651
8, 24851
9, 21997
10, 23713
11, 23279
12, 23679
13, 25600
14, 25871
15, 25371
16, 26737
17, 26164
18, 31863
19, 29775
20, 29370
21, 33960
22, 31529
23, 29440
24, 30834
25, 30469
26, 30330
27, 30758
28, 32031
29, 32561
30, 32368
31, 32063
32, 33422
33, 36360
34, 33258
35, 33169
36, 32209
37, 30632
38, 34079
39, 33373
40, 29675
41, 30074
42, 33578
43, 29696
44, 30219
45, 30688
46, 30418
47, 30575
48, 30567
49, 30776
50, 29174
51, 31269
52, 30492
53, 30932
54, 30423
55, 30692
56, 30046
57, 30624
58, 30747
59, 31980
60, 30764
61, 31299
62, 30172
63, 31362
64, 29447
65, 30085
66, 30997
67, 34265
68, 30418
69, 31418
70, 31863
71, 30466
72, 30289
73, 30707
74, 29292
75, 30138
76, 29209
77, 30322
78, 30355
79, 30639
80, 31279
81, 30956
82, 31758
83, 31189
84, 30696
85, 31270
86, 31467
87, 31187
88, 31850
89, 32302
90, 31564
91, 32843
92, 32302
93, 33013
94, 32712
95, 32510
96, 32490
97, 32659
98, 31676
99, 31903
100, 32423
101, 35489
102, 36219
103, 33071
104, 32900
105, 33405
106, 32657
107, 33459
108, 32704
109, 34583
110, 37087
111, 38261
112, 33340
113, 33870
114, 33745
115, 33526
116, 32222
117, 31496
118, 33202
119, 34971
120, 31686
121, 34867
122, 31628
123, 31071
124, 31280
125, 31835
126, 31498
127, 31695
128, 35176
129, 31648
130, 31222
131, 31441
132, 31915
133, 31642
134, 31297
135, 32076
136, 35827
137, 32442
138, 32223
139, 32881
140, 32865
141, 32305
142, 32448
143, 32432
144, 32165
145, 35753
146, 32465
147, 36277
148, 31506
149, 37157
150, 31826
151, 33428
152, 32608
153, 32704
154, 32328
155, 32274
156, 32174
157, 35730
158, 31172
159, 32458
160, 31353
161, 31773
162, 32416
163, 31597
164, 31969
165, 32024
166, 31942
167, 36346
168, 31708
169, 31553
170, 32035
171, 30935
172, 30620
173, 31133
174, 30278
175, 30621
176, 30170
177, 30763
178, 30194
179, 30672
180, 30730
181, 31315
182, 30021
183, 30623
184, 34217
