1, 1, 8
2, 3, 8
3, 5, 8
4, 7, 8
5, 9, 8
6, 11, 8
7, 13, 8
8, 15, 16
9, 17, 16
10, 19, 16
11, 21, 16
12, 23, 16
13, 25, 16
14, 27, 16
15, 29, 16
16, 31, 32
