1, 4984145
2, 1261000
3, 489907
4, 311847
5, 165869
6, 105488
7, 72906
8, 64815
9, 77244
10, 46356
11, 36447
12, 30604
13, 24540
14, 20317
15, 17919
16, 15079
17, 13396
18, 12488
19, 11021
20, 15617
21, 9494
22, 8193
23, 7649
24, 7222
25, 6560
26, 6158
27, 5940
28, 5781
29, 6077
30, 5314
31, 4750
32, 4473
33, 4455
34, 4293
35, 3974
36, 4220
37, 3722
38, 3529
39, 3462
40, 3351
41, 3096
42, 3065
43, 2646
44, 2825
45, 2635
46, 2443
47, 2320
48, 2334
49, 2244
50, 2152
51, 1975
52, 2024
53, 1882
54, 1867
55, 1686
56, 1747
57, 1642
58, 1511
59, 1509
60, 1747
61, 1368
62, 1375
63, 1263
64, 1257
65, 1152
66, 1144
67, 1117
68, 1010
69, 1069
70, 980
71, 1015
72, 943
73, 962
74, 966
75, 929
76, 841
77, 893
78, 854
79, 757
80, 777
81, 735
82, 731
83, 690
84, 712
85, 669
86, 662
87, 678
88, 590
89, 658
90, 617
91, 582
92, 559
93, 640
94, 558
95, 517
96, 549
97, 486
98, 505
99, 500
100, 419
101, 476
102, 547
103, 406
104, 458
105, 434
106, 412
107, 391
108, 475
109, 412
110, 358
111, 358
112, 382
113, 398
114, 371
115, 354
116, 379
117, 376
118, 422
119, 588
120, 358
121, 311
122, 302
123, 303
124, 296
125, 287
126, 277
127, 279
128, 308
129, 258
130, 302
131, 263
132, 260
133, 230
134, 248
135, 237
136, 210
137, 265
138, 189
139, 244
140, 211
141, 201
142, 204
143, 209
144, 283
145, 187
146, 205
147, 176
148, 177
149, 150
150, 177
151, 165
152, 163
153, 189
154, 189
155, 156
156, 158
157, 139
158, 161
159, 160
160, 153
161, 131
162, 142
163, 137
164, 113
165, 118
166, 112
167, 102
168, 119
169, 139
170, 121
171, 145
172, 137
173, 112
174, 121
175, 112
176, 113
177, 133
178, 92
179, 132
180, 140
181, 124
182, 121
183, 101
184, 99
185, 117
186, 105
187, 143
188, 94
189, 96
190, 127
191, 93
192, 70
193, 94
194, 95
195, 86
196, 94
197, 100
198, 76
199, 92
200, 96
201, 85
202, 85
203, 101
204, 103
205, 94
206, 102
207, 84
208, 79
209, 77
210, 79
211, 71
212, 71
213, 64
214, 84
215, 65
216, 81
217, 81
218, 76
219, 73
220, 73
221, 100
222, 63
223, 87
224, 69
225, 80
226, 90
227, 81
228, 54
229, 72
230, 65
231, 73
232, 98
233, 72
234, 60
235, 55
236, 69
237, 64
238, 64
239, 61
240, 81
241, 76
242, 54
243, 56
244, 42
245, 56
246, 65
247, 70
248, 60
249, 61
250, 61
251, 47
252, 55
253, 53
254, 65
255, 40
256, 64
257, 40
258, 62
259, 78
260, 44
261, 62
262, 62
263, 37
264, 45
265, 46
266, 55
267, 42
268, 57
269, 41
270, 45
271, 43
272, 55
273, 41
274, 38
275, 42
276, 33
277, 51
278, 56
279, 39
280, 47
281, 47
282, 44
283, 37
284, 43
285, 50
286, 46
287, 44
288, 30
289, 43
290, 40
291, 50
292, 34
293, 33
294, 29
295, 40
296, 39
297, 39
298, 25
299, 27
300, 39
301, 42
302, 36
303, 28
304, 47
305, 37
306, 33
307, 35
308, 21
309, 45
310, 35
311, 31
312, 48
313, 37
314, 25
315, 17
316, 27
317, 29
318, 32
319, 22
320, 23
321, 37
322, 29
323, 24
324, 28
325, 32
326, 28
327, 27
328, 33
329, 23
330, 25
331, 24
332, 36
333, 23
334, 34
335, 20
336, 17
337, 34
338, 45
339, 25
340, 29
341, 26
342, 13
343, 22
344, 25
345, 35
346, 38
347, 29
348, 27
349, 24
350, 27
351, 18
352, 21
353, 24
354, 28
355, 36
356, 25
357, 25
358, 27
359, 18
360, 19
361, 28
362, 16
363, 16
364, 29
365, 33
366, 17
367, 16
368, 37
369, 22
370, 17
371, 22
372, 13
373, 17
374, 22
375, 27
376, 18
377, 18
378, 22
379, 10
380, 23
381, 15
382, 14
383, 33
384, 16
385, 17
386, 20
387, 14
388, 29
389, 5
390, 25
391, 26
392, 16
393, 24
394, 13
395, 19
396, 9
397, 25
398, 21
399, 15
400, 4
401, 9
402, 12
403, 20
404, 15
405, 16
406, 20
407, 18
408, 19
409, 8
410, 12
411, 27
412, 8
413, 18
414, 10
415, 34
416, 10
417, 12
418, 12
419, 10
420, 10
421, 30
422, 9
423, 17
424, 19
425, 13
426, 20
427, 12
428, 10
429, 16
430, 16
431, 15
432, 13
433, 27
434, 14
435, 15
436, 25
437, 15
438, 22
439, 7
440, 11
441, 20
442, 19
443, 6
444, 13
445, 12
446, 11
447, 25
448, 20
449, 14
450, 11
451, 9
452, 14
453, 12
454, 16
455, 8
456, 14
457, 17
458, 17
459, 11
460, 19
461, 14
462, 21
463, 16
464, 21
465, 13
466, 16
467, 9
468, 16
469, 9
470, 16
471, 7
472, 17
473, 9
474, 10
475, 7
476, 5
477, 6
478, 6
479, 12
480, 11
481, 13
482, 10
483, 19
484, 14
485, 15
486, 8
487, 8
488, 4
489, 9
490, 5
491, 15
492, 6
493, 8
494, 7
495, 7
496, 12
497, 14
498, 6
499, 9
500, 8
501, 7
502, 6
503, 8
504, 9
505, 12
506, 7
507, 15
508, 6
509, 7
510, 9
511, 12
512, 1512
